"total distance of drones";"distance per drone";"tick"
7697.710741630187;962.2138427037734;1031.0
7711.709878141899;963.9637347677374;1033.0
7724.722733205389;965.5903416506736;1035.0
7737.4708518696925;967.1838564837116;1037.0
7749.32350001914;968.6654375023925;1039.0
7760.621409377627;970.0776761722034;1041.0
7771.018919448637;971.3773649310796;1043.0
7780.508646750983;972.5635808438728;1045.0
7789.319239639254;973.6649049549068;1047.0
7797.5699502291045;974.6962437786381;1049.0
7805.679574053337;975.7099467566671;1051.0
7813.781880810452;976.7227351013065;1053.0
7821.426950595765;977.6783688244707;1055.0
7828.812211594803;978.6015264493503;1057.0
7836.860999986289;979.6076249982862;1059.0
7844.852421590869;980.6065526988586;1061.0
7853.105152629287;981.6381440786608;1063.0
7861.753054991568;982.719131873946;1065.0
7870.402545695737;983.8003182119671;1067.0
7879.537035406911;984.9421294258639;1069.0
7890.019432401134;986.2524290501417;1071.0
7902.11379976197;987.7642249702462;1073.0
7915.94822652671;989.4935283158387;1075.0
7931.60566494811;991.4507081185137;1077.0
7948.975445399243;993.6219306749053;1079.0
7967.620448753236;995.9525560941545;1081.0
7987.393475313573;998.4241844141966;1083.0
8007.768840893279;1000.9711051116599;1085.0
8028.617308354975;1003.5771635443718;1087.0
8049.81806329873;1006.2272579123412;1089.0
8071.268177084072;1008.908522135509;1091.0
8092.885375053544;1011.610671881693;1093.0
8114.607007691991;1014.3258759614989;1095.0
8136.387289183327;1017.0484111479159;1097.0
8158.193882946719;1019.7742353683399;1099.0
8179.102977905048;1022.387872238131;1101.0
8200.20103030742;1025.0251287884275;1103.0
8221.23451888793;1027.6543148609912;1105.0
8241.91195737726;1030.2389946721576;1107.0
8261.048673695343;1032.6310842119178;1109.0
8279.938635202865;1034.9923294003581;1111.0
8297.488280304122;1037.1860350380152;1113.0
8315.31062299092;1039.413827873865;1115.0
8332.715173708782;1041.5893967135978;1117.0
8350.59375113444;1043.824218891805;1119.0
8367.69431498101;1045.9617893726263;1121.0
8385.106028495953;1048.1382535619941;1123.0
8402.146794915736;1050.268349364467;1125.0
8418.558843509989;1052.3198554387486;1127.0
8433.811735149862;1054.2264668937328;1129.0
8449.193809164832;1056.149226145604;1131.0
8463.959516594998;1057.9949395743747;1133.0
8479.031486144399;1059.8789357680498;1135.0
8493.894726820135;1061.736840852517;1137.0
8509.14836552538;1063.6435456906725;1139.0
8524.38978545905;1065.5487231823813;1141.0
8539.362286735683;1067.4202858419603;1143.0
8553.757062596316;1069.2196328245395;1145.0
8568.607393660137;1071.0759242075171;1147.0
8584.417976201301;1073.0522470251626;1149.0
8601.240625259317;1075.1550781574147;1151.0
8617.952385185801;1077.2440481482251;1153.0
8635.178676306;1079.39733453825;1155.0
8653.570162430027;1081.6962703037534;1157.0
8673.230517653506;1084.1538147066883;1159.0
8694.202826397535;1086.775353299692;1161.0
8716.70417876644;1089.588022345805;1163.0
8739.41335781223;1092.4266697265286;1165.0
8762.591171637003;1095.3238964546254;1167.0
8785.701726746085;1098.2127158432606;1169.0
8808.81845590919;1101.1023069886487;1171.0
8832.459009534396;1104.0573761917994;1173.0
8856.593660726969;1107.074207590871;1175.0
8881.12019510181;1110.1400243877263;1177.0
8905.364989855003;1113.1706237318754;1179.0
8928.352342714603;1116.0440428393254;1181.0
8951.135391261287;1118.8919239076608;1183.0
8973.929932313835;1121.7412415392293;1185.0
8996.48490307788;1124.560612884735;1187.0
9018.712680423589;1127.3390850529486;1189.0
9040.69108700589;1130.0863858757361;1191.0
9063.42883532405;1132.9286044155062;1193.0
9086.768049316232;1135.846006164529;1195.0
9110.875087878945;1138.8593859848681;1197.0
9135.426076806567;1141.9282596008209;1199.0
9160.653711287447;1145.0817139109308;1201.0
9186.517572062132;1148.3146965077665;1203.0
9212.171797944025;1151.5214747430032;1205.0
9237.045212239262;1154.6306515299077;1207.0
9262.191526929453;1157.7739408661816;1209.0
9286.255836002863;1160.781979500358;1211.0
9309.436607062667;1163.6795758828334;1213.0
9331.547965842932;1166.4434957303665;1215.0
9352.572460714659;1169.0715575893323;1217.0
9372.909872928854;1171.6137341161068;1219.0
9392.152155809097;1174.0190194761371;1221.0
9410.809768655885;1176.3512210819856;1223.0
9428.953315846316;1178.6191644807895;1225.0
9447.208973421084;1180.9011216776355;1227.0
9464.791075539775;1183.098884442472;1229.0
9482.602550797848;1185.325318849731;1231.0
9501.559305720406;1187.6949132150507;1233.0
9521.465498682639;1190.1831873353299;1235.0
9541.67650042479;1192.7095625530987;1237.0
9563.03355516173;1195.3791943952162;1239.0
9584.815858598062;1198.1019823247577;1241.0
9606.759110963765;1200.8448888704706;1243.0
9628.488319291113;1203.5610399113891;1245.0
9649.85087439106;1206.2313592988826;1247.0
9671.732237323424;1208.966529665428;1249.0
9693.797569410191;1211.724696176274;1251.0
9716.008236124835;1214.5010295156044;1253.0
9738.449977530163;1217.3062471912704;1255.0
9761.220145630974;1220.1525182038718;1257.0
9783.685218598437;1222.9606523248046;1259.0
9806.910614356237;1225.8638267945296;1261.0
9830.089163416214;1228.7611454270268;1263.0
9853.04527492103;1231.6306593651288;1265.0
9875.111510945077;1234.3889388681346;1267.0
9896.49072357771;1237.0613404472138;1269.0
9917.433282778964;1239.6791603473705;1271.0
9937.699697606708;1242.2124622008384;1273.0
9957.464648776619;1244.6830810970773;1275.0
9976.371874017275;1247.0464842521594;1277.0
9994.333658058817;1249.291707257352;1279.0
10011.589100407238;1251.4486375509048;1281.0
10028.24260328803;1253.5303254110038;1283.0
10043.764812086996;1255.4706015108745;1285.0
10058.463684325076;1257.3079605406344;1287.0
10073.31873666642;1259.1648420833026;1289.0
10088.359288592499;1261.0449110740624;1291.0
10102.28866686115;1262.7860833576437;1293.0
10114.891493026964;1264.3614366283705;1295.0
10126.580282233399;1265.8225352791749;1297.0
10138.488349486235;1267.3110436857794;1299.0
10150.997475652912;1268.874684456614;1301.0
10162.904316300486;1270.3630395375608;1303.0
10175.942350301537;1271.992793787692;1305.0
10190.185268655565;1273.7731585819456;1307.0
10205.541604394723;1275.6927005493403;1309.0
10221.67734528215;1277.7096681602688;1311.0
10238.489070524733;1279.8111338155916;1313.0
10255.593310231636;1281.9491637789545;1315.0
10273.347806790453;1284.1684758488066;1317.0
10290.11963074248;1286.26495384281;1319.0
10306.145379347448;1288.268172418431;1321.0
10322.150275078333;1290.2687843847916;1323.0
10337.46248607239;1292.1828107590488;1325.0
10352.589065671515;1294.0736332089393;1327.0
10367.424030982307;1295.9280038727884;1329.0
10382.556275509423;1297.819534438678;1331.0
10398.108612671147;1299.7635765838934;1333.0
10412.946728348634;1301.6183410435792;1335.0
10425.872264522648;1303.234033065331;1337.0
10437.9738926788;1304.74673658485;1339.0
10449.694473546992;1306.211809193374;1341.0
10460.976087055218;1307.6220108819023;1343.0
10471.979014755058;1308.9973768443822;1345.0
10482.441805490489;1310.3052256863111;1347.0
10492.716299724243;1311.5895374655304;1349.0
10502.23661447276;1312.779576809095;1351.0
10511.784529365981;1313.9730661707476;1353.0
10521.016547986017;1315.1270684982521;1355.0
10530.040467222081;1316.2550584027601;1357.0
10538.573252989849;1317.321656623731;1359.0
10546.677020514167;1318.334627564271;1361.0
10554.764193932573;1319.3455242415716;1363.0
10562.151344567708;1320.2689180709635;1365.0
10569.287648389205;1321.1609560486506;1367.0
10575.549821183118;1321.9437276478898;1369.0
10581.624745407385;1322.7030931759232;1371.0
10588.013880750967;1323.5017350938708;1373.0
10594.698656928806;1324.3373321161007;1375.0
10601.697489960407;1325.2121862450508;1377.0
10608.646865572944;1326.080858196618;1379.0
10615.826618911427;1326.9783273639284;1381.0
10622.882762107161;1327.8603452633952;1383.0
10629.794965078221;1328.7243706347776;1385.0
10637.112736973599;1329.6390921216998;1387.0
10644.176982141358;1330.5221227676698;1389.0
10650.845315127643;1331.3556643909553;1391.0
10657.446251111509;1332.1807813889386;1393.0
10663.44910682656;1332.93113835332;1395.0
10669.398874514298;1333.6748593142872;1397.0
10675.951140511077;1334.4938925638846;1399.0
10682.797459214758;1335.3496824018448;1401.0
10690.200583046308;1336.2750728807885;1403.0
10697.720267518029;1337.2150334397536;1405.0
10705.713375846977;1338.2141719808722;1407.0
10713.851433406771;1339.2314291758464;1409.0
10721.845706941798;1340.2307133677248;1411.0
10729.830132214543;1341.228766526818;1413.0
10738.23800401236;1342.279750501545;1415.0
10747.173112935656;1343.396639116957;1417.0
10756.773619590458;1344.5967024488073;1419.0
10766.984962255325;1345.8731202819156;1421.0
10777.719416557431;1347.2149270696789;1423.0
10788.8813814952;1348.6101726869;1425.0
10800.379834610145;1350.047479326268;1427.0
10812.135284869568;1351.516910608696;1429.0
10824.08250034216;1353.01031254277;1431.0
10836.17034107007;1354.5212926337588;1433.0
10848.360029851825;1356.0450037314781;1435.0
10860.622862172808;1357.577857771601;1437.0
10872.62454008261;1359.0780675103263;1439.0
10884.477339737774;1360.5596674672217;1441.0
10896.490743137683;1362.0613428922104;1443.0
10908.037224609654;1363.5046530762068;1445.0
10919.50376243885;1364.9379703048562;1447.0
10930.943570627336;1366.367946328417;1449.0
10942.049290819617;1367.7561613524522;1451.0
10953.169962377297;1369.146245297162;1453.0
10963.37740534302;1370.4221756678776;1455.0
10973.863344411677;1371.7329180514596;1457.0
10983.598471938367;1372.9498089922959;1459.0
10993.409189690943;1374.176148711368;1461.0
11002.606462775351;1375.325807846919;1463.0
11011.63074019758;1376.4538425246974;1465.0
11020.201458462167;1377.5251823077708;1467.0
11028.43938655673;1378.5549233195914;1469.0
11036.344858120783;1379.543107265098;1471.0
11043.978167489426;1380.4972709361782;1473.0
11051.080471490659;1381.3850589363324;1475.0
11058.01904182057;1382.2523802275712;1477.0
11064.12822685366;1383.0160283567075;1479.0
11070.03078625015;1383.7538482812688;1481.0
11075.561797364104;1384.445224670513;1483.0
11080.286525796695;1385.0358157245869;1485.0
11085.431337813154;1385.6789172266442;1487.0
11090.781630739275;1386.3477038424094;1489.0
11096.277680516174;1387.0347100645217;1491.0
11102.194701639908;1387.7743377049885;1493.0
11108.494079351294;1388.5617599189118;1495.0
11115.376244955007;1389.4220306193758;1497.0
11122.814080280295;1390.351760035037;1499.0
11130.726480690659;1391.3408100863323;1501.0
11139.018653313442;1392.3773316641802;1503.0
11147.596659225308;1393.4495824031635;1505.0
11156.373955491674;1394.5467444364592;1507.0
11165.293319656099;1395.6616649570124;1509.0
11174.28518377233;1396.7856479715413;1511.0
11183.2869878053;1397.9108734756626;1513.0
11192.272758327035;1399.0340947908794;1515.0
11200.985388354558;1400.1231735443198;1517.0
11209.618108766268;1401.2022635957835;1519.0
11218.39834195606;1402.2997927445076;1521.0
11227.416455133285;1403.4270568916606;1523.0
11236.96499758033;1404.6206246975412;1525.0
11247.054711812156;1405.8818389765195;1527.0
11257.63392115582;1407.2042401444776;1529.0
11268.632151041667;1408.5790188802084;1531.0
11279.62088412809;1409.9526105160112;1533.0
11290.686168926197;1411.3357711157746;1535.0
11302.312406299752;1412.789050787469;1537.0
11313.56468992726;1414.1955862409075;1539.0
11325.493607122427;1415.6867008903034;1541.0
11338.129889950254;1417.2662362437818;1543.0
11351.032617752437;1418.8790772190546;1545.0
11364.497044918797;1420.5621306148496;1547.0
11378.095140732854;1422.2618925916067;1549.0
11391.786954375124;1423.9733692968905;1551.0
11405.879140539602;1425.7348925674503;1553.0
11419.923505316301;1427.4904381645376;1555.0
11433.261903477378;1429.1577379346722;1557.0
11446.688981020585;1430.836122627573;1559.0
11459.666516289442;1432.4583145361803;1561.0
11472.30495909303;1434.0381198866287;1563.0
11484.570951980744;1435.571368997593;1565.0
11496.106320347471;1437.013290043434;1567.0
11507.470989138015;1438.433873642252;1569.0
11518.824559939278;1439.8530699924097;1571.0
11531.171896012731;1441.3964870015914;1573.0
11544.44894471619;1443.0561180895238;1575.0
11558.3745723359;1444.7968215419876;1577.0
11573.32226213227;1446.6652827665337;1579.0
11588.088498549676;1448.5110623187095;1581.0
11602.483127878082;1450.3103909847603;1583.0
11616.762126520862;1452.0952658151077;1585.0
11630.576526573408;1453.822065821676;1587.0
11643.921835153358;1455.4902293941698;1589.0
11657.487841390415;1457.185980173802;1591.0
11670.779478097125;1458.8474347621407;1593.0
11683.508822036225;1460.4386027545281;1595.0
11695.592146803972;1461.9490183504965;1597.0
11706.767646353606;1463.3459557942008;1599.0
11718.10673649329;1464.7633420616612;1601.0
11728.853152725624;1466.106644090703;1603.0
11739.803427172565;1467.4754283965706;1605.0
11750.333191568016;1468.791648946002;1607.0
11761.714296311718;1470.2142870389648;1609.0
11773.130510181109;1471.6413137726386;1611.0
11785.260190502604;1473.1575238128255;1613.0
11797.8042704258;1474.725533803225;1615.0
11811.037085423814;1476.3796356779767;1617.0
11822.998558657478;1477.8748198321848;1619.0
11835.189801036324;1479.3987251295405;1621.0
11847.25610920372;1480.907013650465;1623.0
11858.56189647429;1482.3202370592862;1625.0
11869.739021000889;1483.717377625111;1627.0
11881.067677292278;1485.1334596615347;1629.0
11892.195604665634;1486.5244505832043;1631.0
11903.087834528744;1487.885979316093;1633.0
11913.957729556507;1489.2447161945634;1635.0
11924.784082832157;1490.5980103540196;1637.0
11935.820566018654;1491.9775707523318;1639.0
11946.970761153694;1493.3713451442118;1641.0
11958.441378348047;1494.8051722935058;1643.0
11970.539886888972;1496.3174858611214;1645.0
11982.753410007468;1497.8441762509335;1647.0
11995.849745623838;1499.4812182029798;1649.0
12009.065286487363;1501.1331608109203;1651.0
12023.052192732113;1502.8815240915142;1653.0
12037.017227027558;1504.6271533784447;1655.0
12051.270523460253;1506.4088154325316;1657.0
12065.44973891989;1508.1812173649862;1659.0
12079.563643952151;1509.945455494019;1661.0
12093.9474242915;1511.7434280364375;1663.0
12107.625173589977;1513.453146698747;1665.0
12121.355937486183;1515.169492185773;1667.0
12134.198001107634;1516.7747501384542;1669.0
12147.2504599902;1518.406307498775;1671.0
12159.86958283881;1519.9836978548512;1673.0
12172.427875614712;1521.553484451839;1675.0
12184.644371879967;1523.080546484996;1677.0
12196.550867004273;1524.568858375534;1679.0
12208.095531284092;1526.0119414105116;1681.0
12219.512551677364;1527.4390689596705;1683.0
12230.939793764433;1528.8674742205542;1685.0
12242.631085581375;1530.328885697672;1687.0
12254.643262618003;1531.8304078272504;1689.0
12266.961167860318;1533.3701459825397;1691.0
12279.54232328257;1534.9427904103213;1693.0
12292.037937373385;1536.5047421716731;1695.0
12304.425527671374;1538.0531909589217;1697.0
12316.777079734713;1539.5971349668391;1699.0
12329.03843333162;1541.1298041664525;1701.0
12340.933469535423;1542.6166836919278;1703.0
12352.49079850226;1544.0613498127825;1705.0
12363.858537554657;1545.4823171943322;1707.0
12374.353989529274;1546.7942486911593;1709.0
12385.238865793306;1548.1548582241633;1711.0
12396.233549862858;1549.5291937328573;1713.0
12407.539674935704;1550.942459366963;1715.0
12419.415114749376;1552.426889343672;1717.0
12431.532338825027;1553.9415423531284;1719.0
12443.528401067919;1555.4410501334899;1721.0
12455.429852611665;1556.9287315764582;1723.0
12467.229863747933;1558.4037329684916;1725.0
12478.925897573528;1559.865737196691;1727.0
12490.822852961319;1561.3528566201649;1729.0
12502.519743529981;1562.8149679412477;1731.0
12513.68395654949;1564.2104945686863;1733.0
12524.88724123199;1565.6109051539988;1735.0
12536.445472892878;1567.0556841116097;1737.0
12547.677814239361;1568.4597267799202;1739.0
12558.921899301175;1569.8652374126468;1741.0
12570.333782806829;1571.2917228508536;1743.0
12581.950166877075;1572.7437708596344;1745.0
12593.745917501863;1574.2182396877329;1747.0
12605.611469314854;1575.7014336643567;1749.0
12617.75565372048;1577.21945671506;1751.0
12630.201192403074;1578.7751490503842;1753.0
12642.893445866903;1580.3616807333628;1755.0
12656.042833726024;1582.005354215753;1757.0
12669.911441938659;1583.7389302423323;1759.0
12683.813093009749;1585.4766366262186;1761.0
12698.03231477177;1587.2540393464712;1763.0
12712.534885927922;1589.0668607409903;1765.0
12726.952834157642;1590.8691042697053;1767.0
12741.562154551793;1592.6952693189742;1769.0
12756.045627803362;1594.5057034754202;1771.0
12770.090234603003;1596.2612793253754;1773.0
12784.159319836914;1598.0199149796142;1775.0
12797.600438073216;1599.700054759152;1777.0
12811.193472314062;1601.3991840392578;1779.0
12824.260387025686;1603.0325483782108;1781.0
12837.218306276322;1604.6522882845402;1783.0
12849.4885520329;1606.1860690041126;1785.0
12861.491526581172;1607.6864408226465;1787.0
12873.603032468038;1609.2003790585047;1789.0
12885.470726914047;1610.683840864256;1791.0
12896.055280198589;1612.0069100248236;1793.0
12907.247921849083;1613.4059902311353;1795.0
12917.452742908546;1614.6815928635683;1797.0
12927.12540712386;1615.8906758904825;1799.0
12936.361413049055;1617.0451766311319;1801.0
12944.544533203989;1618.0680666504986;1803.0
12952.79164869831;1619.0989560872888;1805.0
12961.661070235994;1620.2076337794992;1807.0
12970.871449562266;1621.3589311952833;1809.0
12980.727898290685;1622.5909872863356;1811.0
12991.369612132827;1623.9212015166033;1813.0
13002.090260535912;1625.261282566989;1815.0
13013.582124182429;1626.6977655228036;1817.0
13025.175751625131;1628.1469689531414;1819.0
13036.832261039504;1629.604032629938;1821.0
13048.335280802825;1631.041910100353;1823.0
13060.154759363582;1632.5193449204478;1825.0
13072.29178780688;1634.03647347586;1827.0
13084.506154609795;1635.5632693262244;1829.0
13096.889963370597;1637.1112454213246;1831.0
13109.612214900782;1638.7015268625978;1833.0
13122.903961198415;1640.362995149802;1835.0
13136.942883626747;1642.1178604533434;1837.0
13151.651689081993;1643.9564611352491;1839.0
13166.915832202421;1645.8644790253027;1841.0
13182.595457312898;1647.8244321641123;1843.0
13198.810936481246;1649.8513670601558;1845.0
13215.13235575459;1651.8915444693237;1847.0
13231.964041690564;1653.9955052113205;1849.0
13248.739352970095;1656.0924191212619;1851.0
13265.832040800886;1658.2290051001107;1853.0
13283.30872020957;1660.4135900261963;1855.0
13301.200980750313;1662.650122593789;1857.0
13318.988898240688;1664.873612280086;1859.0
13337.57102141434;1667.1963776767925;1861.0
13356.159624083426;1669.5199530104283;1863.0
13375.52923692866;1671.9411546160825;1865.0
13394.626020474236;1674.3282525592795;1867.0
13414.27318753307;1676.7841484416338;1869.0
13433.999351877326;1679.2499189846658;1871.0
13453.557487576214;1681.6946859470268;1873.0
13472.821167891028;1684.1026459863785;1875.0
13492.011564180379;1686.5014455225473;1877.0
13509.971540587325;1688.7464425734156;1879.0
13527.572760668949;1690.9465950836186;1881.0
13543.733827192169;1692.9667283990211;1883.0
13559.928362562292;1694.9910453202865;1885.0
13575.183689734364;1696.8979612167955;1887.0
13589.624795479764;1698.7030994349705;1889.0
13603.892293794575;1700.486536724322;1891.0
13618.49062120248;1702.31132765031;1893.0
13632.653259290855;1704.081657411357;1895.0
13646.869608350506;1705.8587010438132;1897.0
13661.136956274819;1707.6421195343523;1899.0
13675.424938663551;1709.4281173329439;1901.0
13689.764567858174;1711.2205709822717;1903.0
13703.965130076498;1712.9956412595623;1905.0
13718.77588657845;1714.8469858223064;1907.0
13734.119725424387;1716.7649656780484;1909.0
13749.54916617604;1718.693645772005;1911.0
13765.213972723546;1720.6517465904433;1913.0
13780.957803573885;1722.6197254467356;1915.0
13797.195953037433;1724.6494941296792;1917.0
13813.415583380574;1726.6769479225718;1919.0
13831.143092602615;1728.8928865753269;1921.0
13849.197241353257;1731.149655169157;1923.0
13868.07512632311;1733.5093907903888;1925.0
13888.173029715024;1736.021628714378;1927.0
13909.055121434572;1738.6318901793215;1929.0
13930.88180504056;1741.36022563007;1931.0
13953.649479445008;1744.206184930626;1933.0
13976.741994756656;1747.092749344582;1935.0
13999.439283990203;1749.9299104987754;1937.0
14022.11165918119;1752.7639573976487;1939.0
14044.734543959354;1755.5918179949192;1941.0
14067.167388457814;1758.3959235572268;1943.0
14089.088028087543;1761.1360035109428;1945.0
14110.222337293422;1763.7777921616778;1947.0
14131.010755363139;1766.3763444203923;1949.0
14151.816379748132;1768.9770474685165;1951.0
14172.745852288215;1771.593231536027;1953.0
14193.513439944978;1774.1891799931223;1955.0
14213.86905381661;1776.7336317270763;1957.0
14233.922845486846;1779.2403556858558;1959.0
14253.313348944244;1781.6641686180305;1961.0
14272.645292397017;1784.0806615496272;1963.0
14291.417866255813;1786.4272332819767;1965.0
14310.06067745385;1788.7575846817313;1967.0
14328.089275258088;1791.011159407261;1969.0
14345.291079400968;1793.161384925121;1971.0
14361.109950942655;1795.1387438678319;1973.0
14375.994153326012;1796.9992691657515;1975.0
14390.755121818282;1798.8443902272852;1977.0
14406.533604960601;1800.8167006200752;1979.0
14422.539851627786;1802.8174814534732;1981.0
14439.304324828276;1804.9130406035345;1983.0
14457.112824185155;1807.1391030231443;1985.0
14474.983855199958;1809.3729818999948;1987.0
14493.309703618941;1811.6637129523676;1989.0
14512.302471327073;1814.0378089158842;1991.0
14532.289531315424;1816.536191414428;1993.0
14552.576890730586;1819.0721113413233;1995.0
14572.689582487968;1821.586197810996;1997.0
14592.944736052897;1824.1180920066122;1999.0
14613.780976855669;1826.7226221069586;2001.0
14634.91670695403;1829.3645883692539;2003.0
14656.337900514056;1832.042237564257;2005.0
14677.842591051347;1834.7303238814184;2007.0
14699.797597879719;1837.4746997349648;2009.0
14722.209315789;1840.276164473625;2011.0
14733.029770542518;1841.6287213178148;2012.0
